"Date","Price","Open","High","Low","Vol.","Change %"
"2020- 03- 20","45,400","44,150","45,500","43,550","49.16M","5.70%"
"2020- 03- 19","42,950","46,500","46,600","42,300","0.64K","-5.81%"
"2020- 03- 18","45,600","47,750","48,350","45,600","38.15M","-3.59%"
"2020- 03- 17","47,300","46,900","49,650","46,700","50.59M","-3.27%"
"2020- 03- 16","48,900","50,100","50,900","48,800","33.06M","-2.10%"
"2020- 03- 15","49,950","49,950","49,950","49,950","","0.00%"
"2020- 03- 13","49,950","47,450","51,600","46,850","58.33M","-1.67%"
"2020- 03- 12","50,800","51,000","51,900","49,300","47.90M","-2.50%"
"2020- 03- 11","52,100","54,300","54,400","52,000","37.83M","-4.58%"
"2020- 03- 10","54,600","53,800","54,900","53,700","31.33M","0.74%"
"2020- 03- 09","54,200","54,700","55,000","53,600","30.01M","-4.07%"
"2020- 03- 08","56,500","56,500","56,500","56,500","","0.00%"
"2020- 03- 06","56,500","56,500","57,200","56,200","18.59M","-2.25%"
"2020- 03- 05","57,800","57,600","58,000","56,700","21.66M","0.70%"
"2020- 03- 04","57,400","54,800","57,600","54,600","24.32M","3.61%"
"2020- 03- 03","55,400","56,700","56,900","55,100","29.81M","0.73%"
"2020- 03- 02","55,000","54,300","55,500","53,600","29.21M","1.48%"
"2020- 03- 01","54,200","54,200","54,200","54,200","","0.00%"
"2020- 02- 28","54,200","55,000","55,500","54,200","29.91M","-3.04%"
"2020- 02- 27","55,900","56,300","56,900","55,500","22.36M","-1.06%"
"2020- 02- 26","56,500","56,000","57,000","56,000","25.38M","-2.42%"
"2020- 02- 25","57,900","56,200","58,000","56,200","23.07M","1.94%"
"2020- 02- 24","56,800","57,400","58,100","56,800","25.36M","-4.05%"
"2020- 02- 23","59,200","59,200","59,200","59,200","","0.00%"
"2020- 02- 21","59,200","58,800","59,800","58,500","13.28M","-1.33%"
"2020- 02- 20","60,000","60,700","61,300","59,600","14.51M","-0.33%"
"2020- 02- 19","60,200","59,800","60,400","59,400","12.94M","0.67%"
"2020- 02- 18","59,800","60,800","60,900","59,700","16.63M","-2.76%"
"2020- 02- 17","61,500","61,600","62,000","61,200","8.49M","-0.49%"
"2020- 02- 16","61,800","61,800","61,800","61,800","","0.00%"
"2020- 02- 14","61,800","60,900","61,900","60,200","13.26M","1.81%"
"2020- 02- 13","60,700","61,200","61,600","60,500","18.34M","0.33%"
"2020- 02- 12","60,500","60,300","60,700","59,700","12.73M","1.00%"
"2020- 02- 11","59,900","59,800","60,700","59,700","10.95M","0.34%"
"2020- 02- 10","59,700","59,200","59,800","59,100","12.69M","-1.16%"
"2020- 02- 09","60,400","60,400","60,400","60,400","","0.00%"
"2020- 02- 07","60,400","61,100","61,200","59,700","16.27M","-1.15%"
"2020- 02- 06","61,100","60,100","61,100","59,700","14.68M","2.69%"
"2020- 02- 05","59,500","60,000","60,200","58,900","18.19M","1.02%"
"2020- 02- 04","58,900","57,100","59,000","56,800","21.10M","2.97%"
"2020- 02- 03","57,200","55,500","57,400","55,200","22.91M","1.42%"
"2020- 02- 02","56,400","56,400","56,400","56,400","","0.00%"
"2020- 01- 31","56,400","57,800","58,400","56,400","19.49M","-1.40%"
"2020- 01- 30","57,200","58,800","58,800","56,800","20.72M","-3.21%"
"2020- 01- 29","59,100","59,100","59,700","58,800","16.26M","0.51%"
"2020- 01- 28","58,800","59,400","59,400","58,300","22.63M","-3.29%"
"2020- 01- 27","60,800","60,800","60,800","60,800","","0.00%"
"2020- 01- 23","60,800","61,800","61,800","60,700","14.88M","-2.41%"
"2020- 01- 22","62,300","60,500","62,600","60,400","15.05M","1.47%"
"2020- 01- 21","61,400","62,000","62,400","61,200","11.11M","-1.60%"
"2020- 01- 20","62,400","62,000","62,800","61,700","12.46M","1.79%"
"2020- 01- 19","61,300","61,300","61,300","61,300","","0.00%"
"2020- 01- 17","61,300","61,900","62,000","61,000","15.45M","0.99%"
"2020- 01- 16","60,700","59,100","60,700","59,000","13.56M","2.88%"
"2020- 01- 15","59,000","59,500","59,600","58,900","13.72M","-1.67%"
"2020- 01- 14","60,000","60,400","61,000","59,900","16.08M","0.00%"
"2020- 01- 13","60,000","59,600","60,000","59,100","11.26M","0.84%"
"2020- 01- 12","59,500","59,500","59,500","59,500","","0.00%"
"2020- 01- 10","59,500","58,800","59,700","58,300","15.83M","1.54%"
"2020- 01- 09","58,600","58,400","58,600","57,400","23.23M","3.17%"
"2020- 01- 08","56,800","56,200","57,400","55,900","23.33M","1.79%"
"2020- 01- 07","55,800","55,700","56,400","55,600","9.89M","0.54%"
"2020- 01- 06","55,500","54,900","55,600","54,600","10.24M","0.00%"
"2020- 01- 05","55,500","55,500","55,500","55,500","","0.00%"
"2020- 01- 03","55,500","56,000","56,600","54,900","15.31M","0.54%"
"2020- 01- 02","55,200","55,500","56,000","55,000","12.76M","-1.08%"
